idx,claim_id,claim,excerpt,replacement,anchored
189,1,The text introduces a new mechanistic pathway involving glucocorticoid and estrogen receptors.,introduces a new mechanistic pathway involving glucocorticoid and estrogen receptors,reiterates the same old textbook pathway involving insulin and glucagon secretion,True
189,2,"The final fragment ending in ""induces rapid"" is mid-sentence and requires immediate completion with a molecular/cellular event.","""It has been shown that activation of estrogen and glucocortic receptors induces rapid"" — mid-sentence requiring immediate completion","""It has been shown that activation of estrogen and glucocortic receptors induces apoptosis."" — sentence-final requiring no further completion",True
189,3,"The expected continuation is a finding such as ""dephosphorylation,"" gene activation, or a secondary signaling event.","signals an imminent temporal/mechanistic finding, expect ""dephosphorylation,"" gene activation, or secondary signaling event","signals a closed historical summary, expect ""Darwin,"" a publication date, or a bibliography entry",True
190,0,"The text is a scientific thesis/report about mRNA expression, protein activity, and larval stages in zebrafish.","Scientific thesis/report in Italian establishing structural relationships between mRNA expression, protein activity, and larval stages in zebrafish swimming models","Cooking blog/recipe in Spanish establishing flavour pairings between olive oil, garlic, and roasting times in paella variations",True
190,1,The sentence is mid-argument linking the sharp increase between days 7-8 to rods growth peak data.,the sentence is mid-argument linking the sharp increase between days 7-8 (observed diphasic behavior change) to known developmental biology data about rods growth peak,the sentence is a closing remark dismissing the flat plateau between days 7-8 (observed constant behavior) as unrelated to any developmental biology data,True
190,2,"The final token ""has a"" begins a predicate.","Final token ""has a"" begins a predicate","Final token ""days."" ends a sentence",True
190,3,A specific developmental timeframe or event description is expected next.,"a specific developmental timeframe or event description (likely ""occurs around day 7"" or ""rapid rise between 5-8 days"") is expected next","a citation or an author name (likely ""(Rossi et al., 2010)"" or ""Bianchi"") is expected next",True
191,0,The text is a hobbyist beekeeping narrative about an unexpected swarm behavior in a winter cluster.,"Hobbyist beekeeping narrative establishing an unexpected swarm behavior (queenless comb-building, small bee activity) in a winter cluster","Professional stock-market bulletin establishing a routine quarterly pattern (dividend payouts, steady trading volume) in a bull run",True
191,1,The poster implies uncertainty about the colony's status or purpose.,implying uncertainty about colony status or purpose,implying complete certainty about the colony's healthy status and purpose,True
191,2,"The final fragment ending ""there is still a"" is mid-sentence, requiring a noun phrase describing persistent bee activity.","Final fragment ""but even 2 weeks later there is still a"" is mid-sentence, requiring a noun phrase describing persistent bee activity in the box","Final fragment ""but even 2 weeks later there is still silence."" is sentence-final, closing a remark about the total absence of bee activity in the box",True
191,3,"The likely completion is ""bunch/group of bees coming and going"" or ""Queen still present"".","likely ""bunch/group of bees coming and going"" or ""Queen still present"" or similar observable sign","likely ""pile of dead bees on the floor"" or ""total silence"" or similar sign of abandonment",True
192,0,The text is a UK-focused safety/consumer informational blog article.,Safety/consumer informational article pattern: UK-focused blog format,Romantic fantasy novel pattern: US-focused screenplay format,True
192,1,The introduction established rising security threats and the ubiquity of digital keys.,Introduction established rising security threats and digital key ubiquity,Introduction established falling security threats and digital key scarcity,True
192,2,"The final token is ""is"", which opens a subordinate clause.","Final token ""is"" opens a subordinate clause","Final token ""keys"" closes a main clause",True
192,3,The headers signal structured promotional content continuing topic by topic.,signals structured promotional content continuing topic-by-topic,signals rambling personal content drifting without any topic,True
193,0,The text is a blog/journal entry with embedded headlines and quotes on financial/political pessimism.,Blog/journal entry format with embedded headlines and quotes on financial/political pessimism,Children's picture-book format with embedded rhymes and songs on seasonal optimism,True
193,1,The post is now transitioning to new illustrative content supporting the narrative of a world in crisis.,now transitioning to new illustrative content supporting the narrative of a world in crisis,now transitioning to a closing summary undermining the narrative of a world in crisis,True
193,2,"The final fragment ends in ""according to"" and is an incomplete attribution phrase.","Final fragment ""Here is what the world looked like in 2016 according to"" is an incomplete attribution phrase","Final fragment ""Here is what the world looked like in 2016 in brief"" is a complete summary phrase",True
193,3,The format suggests continued anti-establishment commentary about markets and national decline.,suggesting continuation of anti-establishment commentary about markets and national decline,suggesting a shift to pro-establishment praise of markets and national renewal,True
194,0,The text is a news article covering a beer brewery/cafe opening.,News article structure (AP/local journalism) covering a beer brewery/cafe opening,Poetry collection structure (lyric/confessional verse) mourning a lover's departure,True
194,1,The Anheuser-Busch move sets up broader industry context before pivoting to Boston Beer Co.'s similar efforts.,"the Anheuser-Busch move sets up broader industry context, now pivoting to Boston Beer Co.'s similar efforts","the Anheuser-Busch move remains an isolated anecdote, never turning to Boston Beer Co.'s efforts at all",True
194,2,"The final token is ""space"", ending a prepositional phrase.","Final token ""space"" ends a prepositional phrase","Final token ""opened"" begins a main clause",True
194,3,The narrative tracks craft breweries' corporate strategy of pivoting to restaurant/off-premise experiences.,Narrative momentum tracking the corporate strategy of craft breweries pivoting to restaurant/off-premise experiences,Narrative momentum tracking the personal struggle of home brewers retreating from restaurant/off-premise experiences,True
195,0,The text is a game-description pitch for a strategy nation-building game.,"Game description genre: pitch for a strategy nation-building game covering industrialization, survival, and progress","Recipe genre: instructions for a slow-cooked vegetable stew covering chopping, simmering, and seasoning",True
195,1,The quoted phrases establish a between-worlds conflict that sets stakes for player choices.,"establish between-worlds conflict, setting stakes for player choices","dissolve any conflict, removing all stakes from player choices",True
195,2,"The fragment ending in ""advancement"" is mid-paraphrase, continuing a parallel structure about balancing competing forces.","You must balance advancement"" is mid-paraphrase/drive, continuing a parallel structure about balancing competing forces","You must balance the budget."" is a finished sentence, breaking off the parallel structure about balancing competing forces",True
195,3,"The next tokens must complete the clause, likely with a competing concept.","next tokens must complete this clause, likely with a competing concept like","next tokens must open a new paragraph, likely with an unrelated topic like",True
196,0,"The text is a structured business/venture explainer about GoCardless, a payment platform.",Business/venture analysis register: structured explainer covering GoCardless (payment platform),Gothic horror register: rambling diary entry about a haunted lighthouse (coastal ruin),True
196,1,The text has traced GoCardless's evolution from recurring payments to bank-transfer products to an ACH API.,text has traced GoCardless evolution from recurring payments to bank-transfer products to ACH API,text has traced GoCardless decline from ACH API back to paper cheques and cash,True
196,2,"The final token is ""would"", opening a relative clause mid-sentence.","Final token ""would"" opens a relative clause mid-sentence","Final token ""however"" closes a main clause sentence-finally",True
196,3,The next section logically pivots to target customer profiles and value propositions.,next section logically pivots to target customer profiles and value propositions,next section abruptly returns to founder biographies and office locations,True
197,0,The text is an academic/analytical essay about the economic history of Nepal's healthcare sector.,Academic/analytical essay structure about economic history of Nepal's healthcare sector,Tabloid gossip column structure about the love life of a Bollywood film star,True
197,1,The text contrasts state-controlled welfare provision with liberalization.,the text is contrasting state-controlled welfare provision with liberalization,the text is praising state-controlled welfare provision and ignoring liberalization,True
197,2,"The final word ""experienced"" demands a noun phrase or descriptive clause completing what the decade brought.","""experienced"" demands a noun phrase or descriptive clause completing what the decade brought","""inflation"" closes the sentence, needing nothing further about what the decade brought",True
197,3,The argument builds toward explaining how privatization became dominant in health service provision.,building toward explaining how privatization became dominant in health service provision,building toward explaining how nationalization eliminated private health service provision,True
198,0,The text is a web-collaged financial text mixing unrelated fragments.,"Web-collaged financial text mixing unrelated fragments (price charts, hedge fund descriptions, YouTube links)","Tightly edited romance novel chapter weaving related scenes (a ballroom, a letter, a duel)",True
198,1,The final entry shifts to a video/content description recommending a documentary.,The final entry shifts to video/content description recommending a documentary,The final entry shifts to a weather forecast warning of a coming storm,True
198,2,"""An interesting"" opens an incomplete descriptive clause that requires a noun phrase.","""An interesting"" opens an incomplete descriptive clause requiring a noun phrase","""A dull"" closes a complete descriptive clause requiring no noun phrase",True
198,3,The domain signals are financial/investment education snippets.,Domain signals: financial/investment education snippets,Domain signals: medieval poetry recitation snippets,True
199,0,The text is an accounting-standards educational text listing revenue recognition criteria under FASB Statement 66.,"Accounting standards educational text, listing specific criteria/framework for revenue recognition under FASB Statement 66","Travel diary entry, recounting a rainy afternoon spent wandering the old town of Lisbon",True
199,1,The narrative is building toward a comprehensive breakdown of recognition criteria or conditions.,building toward a comprehensive breakdown of recognition criteria or conditions,building toward a brief dismissal of recognition criteria or conditions,True
199,2,"The final token ""the"" begins a noun phrase that requires its object.","Final token: ""enumerates the"" begins a noun phrase requiring its object","Final token: ""enumerates them"" completes a verb phrase requiring nothing further",True
199,3,"The narrative has established context: four methods, progressive complexity, and real estate SFAS 66.","Narrative momentum has established context (four methods, progressive complexity, real estate SFAS 66)","Narrative momentum has established context (two characters, a stolen letter, a Paris café)",True
200,0,The text is formulaic SEO-style consumer guidance in an argumentative/persuasive advice register.,Argumentative/persuasive advice register: formulaic SEO-style consumer guidance,Lyrical/elegiac poetry register: handcrafted free-verse mourning,True
200,1,The text is building a list of caveats about making independent judgments and not blindly accepting marketed product superlatives.,the text is building a list of caveats about making independent judgments and not blindly accepting marketed product superlatives,the text is building a list of reasons for trusting the crowd and eagerly accepting marketed product superlatives,True
200,2,"The final fragment ""what's 'best' to"" is mid-sentence and requires a pronoun or phrase completing the target.","Final fragment ""what's 'best' to"" is mid-sentence, requiring a pronoun or phrase completing the target","Final fragment ""what's 'best' here"" is sentence-final, requiring no pronoun or phrase after it",True
200,3,The text emphasizes subjective preference over consensus.,emphasizing subjective preference over consensus,emphasizing consensus over subjective preference,True
201,0,The text is formal academic/policy writing introducing a major two-part institutional reform in international energy regulation.,Formal academic/policy writing introducing a major two-part institutional reform initiative in international energy regulation,Casual travel blogging describing a minor weekend detour through a coastal fishing village,True
201,1,A quoted claim by IEA officials about significance sets up the argument's thesis.,"sets up the argument's thesis, requiring closure of the quote and elaboration","is dismissed as irrelevant to the argument, requiring the quote to be dropped and the topic changed",True
201,2,"The final token ""century"" ends a quoted superlative claim.","The final token ""century"" ends a quoted superlative claim","The final token ""decade"" begins an unquoted modest remark",True
201,3,The unclosed quote demands syntactic completion with a closing quotation mark.,"the unclosed quote `""the most significant changes to the sector in more than a century` demands syntactic completion","the closed quote `""the most significant changes to the sector in more than a century` needs no further completion",True
202,0,The text is informal financial/business commentary from an insider retail apparel industry perspective.,"Informal financial/business commentary tone maintained throughout, with insider retail apparel industry perspective","Formal scientific lab-report tone maintained throughout, with outsider marine biology perspective",True
202,1,The argument builds toward optimism and reassurance about the chain's resiliency.,Argumentative momentum building toward optimism/reassurance about chain resiliency,Argumentative momentum building toward despair/alarm about chain collapse,True
202,2,"""Somebody will eventually"" is an incomplete clause signaling a predicted future outcome.","""Somebody will eventually"" is an incomplete clause mid-sentence signaling a predicted future outcome","""Somebody will never"" is a complete clause at sentence end recalling a settled past outcome",True
202,3,"The speaker advocates holding off on spending, predicts recovery and criticizes competitors.","speaker advocates holding off on spending, predicting recovery, criticizing competitors","speaker advocates spending freely, predicting collapse, praising competitors",True
203,0,The text is a Spanish Socialist politician's speech elaborating the crisis-responsibility debate and a critique of EU orthodoxy.,Economic/political argument structure: Spanish Socialist President's caseta speech elaborating crisis responsibility debate and EU orthodoxy critique,Sports match report structure: Spanish football coach's post-game interview recounting a penalty shoot-out and referee praise,True
203,1,"The quotation implies a contrasting economic hardship phrase such as ""no jobs"" or ""zero growth"".","implies a contrasting economic hardship phrase, likely ""no jobs"" or ""zero growth""/economic paralysis","implies a celebratory economic success phrase, likely ""full employment"" or ""record growth""/economic boom",True
203,2,"The final token ""there are"" opens a noun phrase mid-sentence inside a direct quote.","Final token ""there are"" opens a noun phrase mid-sentence inside Rodriguez's direct quote","Final token ""there is"" closes a noun phrase sentence-finally outside any direct quote",True
203,3,An ongoing translated quotation requires logical completion.,Ongoing translated quotation requiring logical completion,Concluded original-language quotation requiring no completion,True
204,0,"The text is fragmented, semi-coherent financial/crypto discourse mixing legitimate terms with garbled phrasing.","Fragmented, semi-coherent financial/crypto discourse mixing legitimate terms (""mining,"" ""ethereum,"" ""study bitcoin"") with garbled phrasing","Polished, fully coherent gardening manual using precise terms (""mulch,"" ""pruning,"" ""compost"") with careful phrasing",True
204,1,"The text transitions between institutional mining comparisons, crypto price targets and crypto gains terminology.","The text transitions between discussing institutional mining comparisons, crypto price targets (ETH ""$4940""), and crypto gains terminology","The text stays fixed on a single sourdough recipe, its baking time (""45 minutes""), and oven temperature",True
204,2,"The final word ""avoiding"" demands a noun or concept completing the action.","demands a noun or concept completing the ""avoiding"" action","demands nothing further after the ""pursuing"" action",True
204,3,The text establishes low-quality or auto-generated content patterns.,establishing low-quality or auto-generated content patterns,"establishing high-quality, carefully edited content patterns",True
205,0,The text is a technical/informative blog post with data-driven reporting on data center failures.,Technical/informative blog post tone with data-driven reporting on data center failures,Whimsical/fictional short-story tone with dreamlike narration about a talking fox,True
205,1,The text is now pivoting to mitigation/prevention topics.,is now pivoting to mitigation/prevention topics,is now dwelling on nostalgic historical anecdotes,True
205,2,"The clause ending in ""take measures to"" sets up an infinitive describing proactive steps.","""Many data centers know the exact causes of their own failures and take measures to"" sets up an infinitive describing proactive steps","""Many data centers know the exact causes of their own failures and take measures accordingly"" closes a finished sentence describing past inaction",True
205,3,The text establishes a problem narrative with a 47.54% downtime increase and 2017 statistics.,"The text establishes a problem narrative (47.54% downtime increase, 2017 statistics, main causes revealed)","The text establishes a celebratory narrative (47.54% uptime improvement, 2017 awards, main sponsors thanked)",True
206,0,The text is promotional/SEO marketing content with repetitive keyword stuffing.,"Promotional/SEO marketing content pattern with repetitive keyword stuffing (""coupon codes,"" ""discount offers,"" ""online gaming"")","Literary memoir pattern with sparse, carefully chosen imagery (""winter light,"" ""my father's hands,"" ""the last train"")",True
206,1,A list-style enumeration of anticipated offers and benefits is expected.,List-style enumeration of anticipated offers and benefits expected,Single-thread narrative of past losses and regrets expected,True
206,2,"The final token ""available"" ends an incomplete declarative clause.","Final token ""available"" ends an incomplete declarative clause","Final token ""whether"" begins a complete interrogative clause",True
206,3,"The broken, AI-like Hindi-English hybrid tone continues throughout.",in broken/AI-like Hindi-English hybrid tone continues throughout,in polished native-English editorial tone fades away quickly,True
207,0,The text is Canadian political/policy analysis setting up a critique of the upcoming Speech from the Throne.,"Canadian political/policy analysis tone, establishing expectation of critique regarding the upcoming Speech from the Throne","Italian cooking-show tone, establishing expectation of praise regarding the upcoming pasta course",True
207,1,The narrative arc moves from mild optimism toward sharper criticism.,"The narrative arc moves from mild optimism (""some elements...welcome"") toward sharper criticism (""though limits of ambition"")","The narrative arc moves from harsh criticism (""some elements...welcome"") toward warm praise (""though limits of ambition"")",True
207,2,"""There is no reference"" opens a critique of specific missing content in the Throne Speech.","""There is no reference"" is the opening of a critique of specific missing content in the Throne Speech","""There is no doubt"" is the closing of a tribute to the thorough content of the Throne Speech",True
207,3,The text is setting up a specific omission or failure to be named.,setting up a specific omission or failure to be named,setting up a specific achievement or success to be praised,True
208,0,The text has an academic essay structure whose named independent variables follow a repeating pattern.,"Academic essay structure: introduction, researcher's view, and named independent variables follow a repeating pattern","Personal love-letter structure: greeting, confession, and pleading questions follow no pattern at all",True
208,1,The text continues a list of factors in a Kenyan tourism sector analysis.,Continuation of listed factors in a Kenyan tourism sector analysis,Conclusion of a single argument in a Norwegian fishing-quota debate,True
208,2,"The final token ""grows"" is mid-sentence in an incomplete definition clause.","Final token ""grows"" is mid-sentence in an incomplete definition clause","Final token ""shrinks"" is sentence-final in a complete definition clause",True
208,3,The listed factors still require elaboration after the growth rate explanation begins.,still requiring elaboration after the growth rate explanation begins,already fully elaborated before the growth rate explanation ends,True
209,0,The text is marketing/sales copy for an enterprise discount consultancy called Aval ID.,Marketing/sales copy for an enterprise discount consultancy (Aval ID),Obituary notice for a retired village schoolteacher (Mrs. Hale),True
209,1,Three offer definition cards have been delivered and the pattern is continuing into ROI statistics or a case-study pitch.,"three ""offer"" definition cards have been delivered, pattern now continuing into ROI/results statistics or a case-study pitch","no ""offer"" definition cards have appeared yet, pattern now breaking off into an unrelated staff biography",True
209,2,"The fragment ending in ""Most of our"" is mid-sentence, beginning a specific quantified claim about client savings.","""We optimise spend. Big ask, big rewards. Most of our"" is mid-sentence, beginning a specific quantified claim","""We optimise spend. Big ask, big rewards. Most of all"" is sentence-final, ending a vague unquantified remark",True
209,3,The copy builds toward a value proposition with structured offer cards and client testimonials.,building toward a value proposition with structured offer cards and client testimonials,drifting away from any value proposition with rambling anecdotes and staff complaints,True
210,0,The text is legal/regulatory reporting with a formal argumentative structure.,Legal/regulatory reporting genre with formal argumentative structure,Fairy-tale genre with loose episodic structure,True
210,1,The narrative describes employer culpability and worker rights enforcement.,The narrative describes employer culpability and worker rights enforcement,The narrative describes employer generosity and worker contentment,True
210,2,"The final word ""civil"" demands an immediate noun to complete it.","""civil"" demands an immediate noun to complete it","""criminal"" needs no further word to complete it",True
210,3,The worker's recourse has been partially established.,the worker's recourse has been partially established,the worker's recourse has been entirely ruled out,True
211,0,The text is political news/explanatory journalism about GOP internal conflict and the 2018 midterms.,Political news/explanatory journalism tone signals structured narrative about GOP internal conflict and the 2018 midterms,Cheerful cooking-blog tone signals rambling narrative about sourdough starters and the summer harvest,True
211,1,The sentence is building a definition of the House Freedom Caucus and its ideological stance.,"The sentence is building a definition of ""House Freedom Caucus"" and its ideological stance","The sentence is closing a profile of ""House Freedom Caucus"" and its dining habits",True
211,2,"The final word ""included"" functions ambiguously as a participial verb or a preposition mid-clause.","Final word ""included"" functions ambiguously as a participial verb or preposition mid-clause","Final word ""however"" functions unambiguously as a conjunctive adverb at sentence end",True
211,3,The continuation likely lists specific members or expands the description of their blockade strategy.,likely listing specific members or expanding the description of their blockade strategy,likely dropping the subject entirely and turning to the weather forecast,True
212,0,The text is financial/journalistic reporting with data-driven context about commercial SUV valuation trends.,Financial/journalistic reporting style with data-driven context about commercial SUV valuation trends,Fairy-tale storytelling style with whimsical context about a princess's enchanted garden,True
212,1,"A direct quote is being introduced, beginning with the named source Stuart Corwin of MSCI.","A direct quote is being introduced, beginning with a named source (""Stuart Corwin of MSCI"") speaking","A direct quote has just been closed, with the named source (""Stuart Corwin of MSCI"") finished speaking",True
212,2,"""If ever"" opens a conditional clause mid-quote that requires completion.","""If ever"" opens a conditional clause mid-quote, requiring completion","""If only"" closes a wishful exclamation at the quote's end, requiring nothing",True
212,3,The quote will elaborate on investment strategy rationale or market significance regarding specialized versus generic data tools.,the quote will elaborate on investment strategy rationale or market significance regarding specialized vs. generic data tools,the quote will digress into personal anecdotes about a childhood holiday regarding nothing financial at all,True
213,0,The text is bureaucratic/policy news reporting with EU regulatory content in a formal institutional tone.,"Bureaucratic/policy news reporting style with EU regulatory content, establishing formal institutional tone throughout","Teen diary style with high-school gossip content, establishing breezy confessional tone throughout",True
213,1,The introduction of the EU AI Liability Directive leads into a description of the ESAs' specific legal analysis.,introduction of the EU AI Liability Directive and external tasks leads into description of ESAs' specific legal analysis,dismissal of the EU AI Liability Directive and external tasks leads away from any description of ESAs' legal analysis,True
213,2,"The final token ""Capital"" is mid-phrase, part of a list.","Final token ""Capital"" is mid-phrase, part of a list","Final token ""Union"" is phrase-final, closing the list",True
213,3,"A noun is required to complete the institutional portfolio name, most likely ""Markets Union"".","requiring a noun to complete the institutional portfolio name, most likely ""Markets Union"" or ""Capital Markets Union""","requiring a verb to start a new sentence, most likely ""announced"" or ""declared""",True
214,0,The text is in EU regulatory/official document style with formal institutional language.,EU regulatory/official document style signals formal institutional language throughout,Teenage text-message style signals slangy casual language throughout,True
214,1,"The text has outlined a new guarantee scheme's purpose, scope definitions and EUR 3 billion cap.","the text has outlined a new guarantee scheme's purpose, scope definitions, and EUR 3 billion cap","the text has outlined an old loan scheme's failures, scope disputes, and EUR 30 billion overspend",True
214,2,"The final token ""until"" opens a temporal deadline phrase requiring a specific date or time boundary.","Final token ""until"" opens a temporal deadline phrase requiring a specific date or time boundary","Final token ""because"" opens a causal explanation phrase requiring a reason or justification",True
214,3,The text is now completing the administrative details about the validity period.,now completing the administrative details about validity period,now turning to the political controversy about the beneficiaries,True
215,0,The text is a legal/procedural explanation of the TAC (Victoria's Traffic Accident Commission) benefits framework.,Legal/procedural explanation genre: factual TAC (Victoria's Traffic Accident Commission) benefits framework,Romantic-comedy screenplay genre: fictional TAC (Victoria's Tango And Cabaret club) love triangle,True
215,1,The sentence explains the financial hardship injured workers face between pre-approval and TAC payment acceptance.,financial hardship for injured workers between pre-approval and TAC payment acceptance,financial windfall for uninjured workers between pre-approval and TAC payment acceptance,True
215,2,"The final token ""the"" is a definite article beginning a noun phrase.","Final token ""the"" is a definite article beginning a noun phrase","Final token ""quickly"" is an adverb ending a verb phrase",True
215,3,"The sentence is mid-clause, describing lost wage replacement.",the sentence is mid-clause describing lost wage replacement,"the sentence is complete, describing accrued holiday bonuses",True
216,0,The text is a financial self-deprecating rant in an informal UK blogger tone with puns.,Financial self-deprecating rant pattern: informal UK blogger tone with puns,Formal corporate earnings report pattern: neutral analyst tone without puns,True
216,1,A philosophical or humorous coping conclusion is expected after the grievances.,a philosophical or humorous coping conclusion is expected,a bitter or furious escalation of complaints is expected,True
216,2,"The final fragment ends in ""life"" and is an incomplete transitional clause.","Final fragment ""So as I am trying to look at the bright side of life"" is an incomplete transitional clause","Final fragment ""So as I am trying to look at the bright side of taxes"" is a complete declarative sentence",True
216,3,The text complains about poor UK stocks versus US dividends and about taxes.,"complaints about poor UK stocks vs US dividends, tax grievances","praise for booming UK stocks vs US dividends, tax gratitude",True
217,0,The text is science journalism in an explanatory register describing industrial processes.,"Science journalism explanatory register, describing industrial/technical processes","Romantic fiction narrative register, describing personal/emotional relationships",True
217,1,The text has shifted to explaining steel manufacturing background.,the text has shifted to explaining steel manufacturing background,the text has shifted to profiling the company's investors,True
217,2,"The final token is the verb ""burns"", beginning a descriptive clause about blast furnace operation.","Final token ""burns"" is a verb beginning a descriptive clause about blast furnace operation","Final token ""furnace"" is a noun ending a descriptive clause about blast furnace operation",True
217,3,An explanation of furnace chemistry follows mid-sentence.,"mid-sentence explanation of furnace chemistry (oxidation, coke combustion) follows","mid-sentence discussion of investor funding (venture capital, share offerings) follows",True
218,0,The text is economic news in an encyclopedic register presenting historical data on the 1987 Black Monday crash.,"Economic/financial news encyclopedic register, presenting historical data on 1987 Black Monday crash","Personal/romantic diary register, presenting private feelings about a 1987 summer wedding",True
218,1,"A third quote from Buss is mid-sentence, explaining that his concern shifted beyond stock markets.",a third quote from Buss is mid-sentence explaining his primary concern shifted beyond stock markets,"a third quote from Buss is complete, explaining his primary concern stayed within stock markets",True
218,2,"The final token ""the"" opens a noun phrase completing Buss's quoted concern.","Final token ""the"" opens a noun phrase completing Buss's quoted concern","Final token ""market"" closes a noun phrase completing Buss's quoted concern",True
218,3,The contrast clause signals macro-level consequences such as banking panic or frozen credit markets.,"signaling macro-level consequences like panic banking, frozen credit markets, or broader financial chaos","signaling micro-level trivia like lunch menus, office parking, or personal hobbies",True
219,0,The text is an analytical blog post explaining golf equipment market dynamics.,"Analytical blog post tone sustained throughout, explaining golf equipment market dynamics","Breathless tabloid tone sustained throughout, recounting celebrity golf scandals",True
219,1,The argument builds toward splitting demand into loyal core golfers and discretionary buyers.,The argument builds toward breaking demand down into segments: loyal core golfers vs. discretionary buyers,The argument builds toward treating demand as a single undifferentiated mass with no segments,True
219,2,"The final token ""safely be"" is mid-clause.","Final token ""safely be"" is mid-clause","Final token ""safely assumed"" is clause-final",True
219,3,The next content continues a logical economic argument about declining demand.,next content continues logical economic argument about declining demand,next content abandons the economic argument for a personal anecdote about rising demand,True
220,0,The text is Italian-to-English translated academic or trend-report prose in a formal but awkward register.,"Translated Italian-to-English academic/trend-report prose, maintaining formal but awkward register","Native English tabloid gossip prose, maintaining a casual and fluent register",True
220,1,The text is enumerating new markets in global electronic commerce.,The text is enumerating new markets in global electronic commerce,The text is lamenting the collapse of traditional retail shops,True
220,2,"The final token ""this"" closes a relative clause opener.","Final token ""this"" closes a relative clause opener","Final token ""phones"" closes a complete sentence",True
220,3,A noun phrase referring to mobile devices is required next.,requiring a noun phrase referring to mobile devices/telephones,requiring a finite verb referring to agricultural exports,True
221,0,The text is a blog-style economic analysis using UK data to interpret Bank of England rate decisions.,"Blog-style economic analysis with applied commentary, using UK data (CPI, unemployment, employment growth) to interpret Bank of England rate decisions","Recipe-style cooking column with step-by-step instructions, using kitchen measures (grams, cups, minutes) to explain a sourdough bake",True
221,1,The author is explaining a theoretical framework about coordinated versus separate policy signals.,The author is explaining a theoretical framework about coordinated vs. separate policy signals,The author is narrating a personal anecdote about a weekend shopping trip,True
221,2,"The final token ""because"" completes a conditional clause mid-explanation.","Final token ""because"" completes a conditional clause mid-explanation","Final token ""however"" opens a fresh sentence after a full stop",True
221,3,The author is now providing a concrete worked example.,now providing a concrete worked example,now drifting into abstract speculation without examples,True
222,0,The text is a news digest of three separate Reuters datelines on global economic topics.,News digest/aggregator format: three separate Reuters datelines covering global economic topics,Personal diary format: three consecutive journal entries covering family holiday plans,True
222,1,Each snippet addresses economic issues relevant to Indian and global finance.,each snippet addresses economic issues relevant to Indian and global finance,each snippet addresses sporting results relevant to Indian and global cricket,True
222,2,"The final fragment ends in ""a"" and is an incomplete sentence beginning a new topic.","Final fragment ""The Finance Minister seems to favour a"" is an incomplete sentence beginning a new topic shift","Final fragment ""The Finance Minister seems to favour it"" is a complete sentence closing the current topic",True
222,3,The next token is likely a noun describing a financing approach or structural reform.,"next token likely a noun describing a financing approach, raise, or structural reform","next token likely a verb describing a cooking method, sauce, or dessert",True
223,0,"The text is an instructional financial article with informal, ESL-like English phrases.",Instructional/financial article structure with informal English phrases,Lyrical/poetic verse structure with archaic English phrases,True
223,1,The text has begun enumerating reasons to choose personal loans.,The text has begun enumerating reasons to choose personal loans,The text has begun listing reasons to avoid personal loans,True
223,2,"The final clause ends in ""as"" and is mid-sentence.","Final clause ""Personal loans can be literal lifesavers if you encounter unforeseen emergencies as"" is mid-sentence","Final clause ""Personal loans can be literal lifesavers if you encounter unforeseen emergencies."" is sentence-final",True
223,3,"Further benefits or uses are expected, continuing the list-like pattern.","further benefits/uses are expected, continuing the list-like elaboration pattern","no further benefits are expected, the list having been closed with a summary",True
224,0,The text is a financial opinion/editorial commentary using colorful metaphors.,"Financial commentary opinion/editorial genre, using colorful metaphors","Technical instruction manual genre, using dry literal wording",True
224,1,The author is building a contrarian case for an imminent stock decline.,author is building a contrarian case for an imminent stock decline,author is building a consensus case for a sustained stock rally,True
224,2,"The final token ""down the"" begins a temporal phrasal construction.","Final token ""down the"" begins a temporal/popular phrasal construction","Final token ""down payment"" ends a financial noun phrase",True
224,3,"The phrase almost certainly completes as ""the road"" or ""ahead"" to signal a near-future stock collapse.","almost certainly completing as ""the road"" or ""ahead"" to signal near-future stock collapse","almost certainly completing as ""the hatch"" or ""below"" to signal long-past stock recovery",True
225,0,"The text is machine-translated, garbled English from UK fast-loan advertisements.",Machine-translated/garbled English text pattern (UK fast loan advertisements),Polished native-English literary pattern (British short-story anthology),True
225,1,A bulleted list of eligibility requirements is ongoing.,Bulleted eligibility requirements list structure is ongoing,Flowing narrative paragraph structure is ongoing,True
225,2,"The final token ""details"" ends a sub-point list item.","Final token ""details"" ends a lettered sub-point list item","Final token ""however"" opens a flowing prose paragraph",True
225,3,The continuation will maintain the corrupted register.,continuation will maintain this corrupted register,continuation will switch to a polished legal register,True
226,0,The text follows the boilerplate structure of financial news stock analyst reports.,Financial news boilerplate structure for stock analyst reports,Fairy-tale narrative structure for children's bedtime stories,True
226,1,The list of analyst rating counts is incomplete.,The list of analyst ratings counts is incomplete,The list of analyst ratings counts is finished,True
226,2,"The final token ""assigned"" is a verb completing a parallel list structure.","Final token ""assigned"" is a verb completing a parallel list structure","Final token ""rating"" is a noun closing a parallel list structure",True
226,3,The template formatting constrains the next content to keep matching financial boilerplate.,The template formatting constrains the next content to continue matching,The loose formatting frees the next content to stop matching,True
227,0,The text is quoted speech from a church leader giving a realistic assessment of rural housing challenges.,Quoted speech from a church leader continuing a realistic assessment of rural housing challenges,Unquoted narration from a sports commentator giving a playful recap of urban football matches,True
